"ID","Envir01","Envir02","Envir03","Mobil11","Mobil14","Mobil16","Mobil17","ContIncome_0_4000","ContIncome_4000_6000","ContIncome_6000_8000","ContIncome_8000_10000","ContIncome_10000_more","age_65_more","moreThanOneCar","moreThanOneBike","individualHouse","male","haveChildren","haveGA","highEducation","TimePT","TimeCar","WaitingTimePT","CostCar_HWH","CostCar_Other","CostPT_HWH","CostPT_Other","distance_km","Choice"
19130203,2,4,2,1,3,2,4,4,2,2,2,5,0,1,1,1,0,1,0,1,26,16,0,1.89,0,6,0,12,2
19130203,2,4,2,1,3,2,4,4,2,2,2,5,0,1,1,1,0,1,0,1,26,16,0,1.89,0,6,0,12,2
19130205,1,2,4,5,3,5,6,3,0,0,0,0,0,1,0,1,0,0,0,0,134,12,30,0,1.53,0,15.8,10,1
19130205,1,2,4,5,3,5,6,3,0,0,0,0,0,1,0,1,0,0,0,0,218,20,55,0,2.84,0,21.2,18,1
19130206,2,2,4,6,5,5,6,3,0,0,0,0,1,1,0,1,1,0,0,0,134,12,30,0,1.53,0,15.8,10,1
19130206,2,2,4,6,5,5,6,3,0,0,0,0,1,1,0,1,1,0,0,0,118,33,0,0,4.7,0,24.2,32,1
19130213,2,3,4,5,4,3,4,4,2,1,0,0,0,1,1,1,0,1,0,0,380,135,56,0,25.31,0,94,189,1
19130238,2,4,3,4,3,2,3,4,2,1,0,0,1,0,1,1,1,0,0,0,138,12,14,0,1.53,0,12.4,10,1
19130252,3,1,2,3,6,4,2,4,2,2,1,0,0,0,0,1,1,0,0,0,180,86,30,0,18.69,0,51.4,122,0
19130279,1,4,4,5,4,4,4,4,1,0,0,0,1,1,0,0,0,0,0,0,519,378,40,0,66.36,0,76.4,508.9,0
19130291,1,3,4,5,4,4,4,4,2,2,2,5,0,1,1,0,0,1,0,1,197,102,8,0,20.79,0,63.6,160,1
19130292,1,3,4,5,4,4,4,4,2,2,2,5,0,1,1,0,0,1,0,1,129,33,14,5.13,0,32,0,37,1
19130374,2,4,2,4,2,4,4,4,1,0,0,0,0,0,0,0,0,1,1,0,367,133,52,0,26.14,0,0,141.5,1
19130486,5,5,2,1,2,5,1,4,2,2,1,0,0,0,1,0,1,1,0,1,19,4,0,0.43,0,2.2,0,2.5,0
19130578,1,4,2,4,5,2,2,4,1,0,0,0,0,1,1,0,0,0,0,1,44,16,1,2.49,0,4.8,0,17,1
19130578,1,4,2,4,5,2,2,4,1,0,0,0,0,1,1,0,0,0,0,1,31,6,0,0,0.96,0,2.2,4.5,1
19130578,1,4,2,4,5,2,2,4,1,0,0,0,0,1,1,0,0,0,0,1,29,5,0,0,0.92,0,2.2,4.5,1
19130685,1,3,5,3,3,5,5,4,2,2,1,0,0,1,1,1,1,1,0,0,228,171,29,30.25,0,72,0,235,1
19130766,1,2,5,5,4,6,6,4,2,1,0,0,0,0,1,0,1,0,0,0,145,54,22,10.7,0,33.6,0,82,1
19130767,2,4,4,6,5,5,6,4,2,1,0,0,0,1,1,0,0,0,0,0,27,2,0,0,0.39,0,3,2.5,2
19130798,2,4,4,5,5,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,113,42,0,5.4,0,34.6,0,42,1
19130798,2,4,4,5,5,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,188,42,37,0,5.4,0,34.6,42,1
19130827,2,5,5,4,5,5,5,4,2,1,0,0,0,1,1,1,1,1,0,0,221,56,43,0,9.49,0,38.4,72,1
19130843,1,5,3,5,5,5,5,4,2,0,0,0,0,0,1,0,1,0,0,0,97,37,1,0,5.29,0,0,39,1
19130855,4,4,2,4,4,3,3,3,0,0,0,0,0,1,1,0,0,1,0,0,72,27,1,0,4.13,0,7.6,31,1
19130855,4,4,2,4,4,3,3,3,0,0,0,0,0,1,1,0,0,1,0,0,126,27,15,0,4.14,0,14.8,31,1
19130867,5,4,3,5,5,5,5,4,2,1,0,0,0,0,1,0,1,0,0,1,49,15,0,0,2.51,0,10.2,18,1
19130871,2,5,2,4,2,2,2,4,2,2,2,5,0,1,1,0,0,0,0,1,220,59,37,0,10.27,0,20.9,78.5,1
19130883,2,4,3,3,4,4,6,3,0,0,0,0,1,0,0,0,0,0,0,0,74,21,7,0,3.12,0,12.8,22,1
19130883,2,4,3,3,4,4,6,3,0,0,0,0,1,0,0,0,0,0,0,0,79,21,10,0,3.12,0,12.8,22,1
19130912,1,6,1,4,4,5,5,4,2,1,0,0,1,0,0,0,1,0,0,1,22,6,0,0,0.73,0,6,4,1
19130912,1,6,1,4,4,5,5,4,2,1,0,0,1,0,0,0,1,0,0,1,94,26,0,0,3.67,0,16.4,28,1
19130933,1,5,5,4,3,4,3,4,2,1,0,0,1,0,0,0,1,0,0,0,19,5,0,0,0.53,0,2.2,3,1
19130963,2,3,4,5,2,5,6,4,2,1,0,0,0,1,1,1,0,1,0,1,28,7,0,0.79,0,6,0,4.5,1
19130963,2,3,4,5,2,5,6,4,2,1,0,0,0,1,1,1,0,1,0,1,12,1,0,0,0.19,0,3,0.9,1
19610035,5,5,2,3,2,2,4,4,2,2,2,5,0,0,1,1,0,1,0,1,72,14,0,0,1.39,0,2.6,5.5,1
19610035,5,5,2,3,2,2,4,4,2,2,2,5,0,0,1,1,0,1,0,1,73,14,3,1.39,0,2.6,0,5.5,1
19610100,2,2,6,5,4,4,5,4,2,2,1,0,0,1,0,1,1,0,0,1,158,49,3,0,4.96,0,28,29.3,1
19610114,1,4,3,4,4,4,4,4,2,1,0,0,0,1,1,1,0,1,0,0,82,26,0,0,2.67,0,10.6,16.2,1
19610182,2,4,6,5,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,75,39,0,0,3.97,0,6.2,25,1
19610203,3,4,1,5,5,1,3,4,2,2,1,0,0,1,0,1,0,0,0,1,237,128,43,0,24.62,0,30,183.2,1
19650025,1,4,5,5,4,4,4,4,2,1,0,0,0,1,1,1,1,1,0,1,44,15,0,0,1.63,0,3.2,7.1,1
19650025,1,4,5,5,4,4,4,4,2,1,0,0,0,1,1,1,1,1,0,1,78,27,11,2.81,0,3.7,0,13.5,1
19650025,1,4,5,5,4,4,4,4,2,1,0,0,0,1,1,1,1,1,0,1,72,30,0,0,2.94,0,3.2,14,1
19650026,2,2,4,5,4,5,5,4,2,1,0,0,0,1,1,1,0,1,0,0,89,28,4,2.87,0,7.4,0,14,1
19650026,2,2,4,5,4,5,5,4,2,1,0,0,0,1,1,1,0,1,0,0,119,22,0,0,2.45,0,12.4,9.5,1
19650041,2,2,4,2,4,5,5,4,2,2,2,5,0,0,0,1,1,0,0,1,10,7,0,0,0.73,0,3,4,1
19650059,1,3,5,4,5,3,5,4,2,1,0,0,0,1,1,0,0,0,0,0,197,33,13,0,3.44,0,14.2,21.5,1
19650071,3,3,4,4,4,3,4,4,1,0,0,0,0,1,1,1,1,1,0,0,24,0,0,0,0.13,0,3,0.1,1
19650138,1,3,4,4,4,3,4,4,2,2,2,5,0,1,1,1,1,1,0,1,75,34,1,3.25,0,4.4,0,14,1
19650139,2,5,5,3,3,2,4,4,2,2,1,0,0,1,1,1,1,1,0,0,257,120,50,17.61,0,23.7,0,110,1
19650217,1,1,4,2,4,3,6,4,2,2,1,0,0,1,1,0,1,0,0,0,62,16,15,1.53,0,9,0,7.5,1
19650218,1,3,3,5,2,4,6,4,2,2,1,0,0,1,1,0,0,0,0,0,52,30,0,3.25,0,7.4,0,14,1
19650224,1,3,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,197,40,46,0,4.06,0,12.8,24,1
19650224,1,3,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,182,40,27,4.06,0,16.8,0,24,1
19650242,4,4,2,2,2,2,5,4,2,2,1,0,0,1,1,1,0,1,0,1,165,33,25,0,3.4,0,5.1,18.5,1
19650257,1,5,3,1,3,2,4,4,2,2,1,0,0,0,0,1,1,0,0,0,43,24,0,2.32,0,2.2,0,10,1
19650281,3,2,3,2,1,1,2,4,2,2,1,0,0,0,1,0,1,1,1,0,61,36,1,4.24,0,0,0,18,0
19650295,3,4,6,5,3,3,4,4,2,1,0,0,0,0,1,0,1,1,0,0,137,64,12,9.19,0,14,0,64,1
19650327,6,4,1,3,4,4,4,4,2,2,1,0,0,0,0,1,0,0,0,0,127,23,0,0,2.31,0,8,14.7,0
19650328,5,5,2,4,4,3,3,4,2,2,1,0,0,0,0,1,1,0,0,1,24,4,0,0,0.63,0,3,1.4,2
19650328,5,5,2,4,4,3,3,4,2,2,1,0,0,0,0,1,1,0,0,1,24,8,0,0,0.86,0,3,4,2
19650425,3,4,3,5,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,1,139,35,0,3.47,0,8.6,0,17.5,1
19650447,1,2,4,5,4,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,22,11,0,1.07,0,3.4,0,4,1
19650447,1,2,4,5,4,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,55,26,18,2.45,0,9,0,13,1
19650448,1,2,4,5,4,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,45,23,0,2.32,0,7.4,0,10,0
19650490,1,2,4,5,5,4,5,4,2,1,0,0,0,1,1,1,0,1,0,0,244,95,2,0,16.04,0,45.8,115.4,1
19650491,1,1,5,5,4,6,6,4,2,1,0,0,0,1,1,1,0,1,0,0,22,4,0,0,0.52,0,3,2.4,2
19650491,1,1,5,5,4,6,6,4,2,1,0,0,0,1,1,1,0,1,0,0,21,4,0,0,0.5,0,3,2.5,1
19650511,1,2,4,4,4,4,4,4,2,1,0,0,0,1,1,1,0,1,0,0,30,2,0,0.26,0,3,0,1.2,1
19650512,1,2,4,2,2,4,4,4,2,1,0,0,0,1,1,1,1,1,0,0,64,16,25,1.58,0,3.4,0,7,1
19650575,1,2,6,6,2,6,6,4,1,0,0,0,0,0,0,0,0,0,0,1,24,4,0,0,0.54,0,3,2,1
19650575,1,2,6,6,2,6,6,4,1,0,0,0,0,0,0,0,0,0,0,1,111,31,13,0,3.17,0,4.8,17.5,1
19650626,4,4,1,2,4,2,3,4,2,2,2,5,0,0,1,0,1,1,0,1,35,7,0,0,0.67,0,2.2,3,1
19650626,4,4,1,2,4,2,3,4,2,2,2,5,0,0,1,0,1,1,0,1,149,27,30,0,2.99,0,8.5,19,1
19650626,4,4,1,2,4,2,3,4,2,2,2,5,0,0,1,0,1,1,0,1,130,24,2,0,2.52,0,5.4,16,1
19650663,2,4,3,4,5,5,5,4,2,1,0,0,0,1,0,0,0,0,0,0,23,12,0,1.23,0,3.4,0,6,1
19650699,1,1,5,6,4,5,6,4,2,1,0,0,0,1,1,1,1,1,0,0,37,17,0,0,2.03,0,6.8,10,1
19650699,1,1,5,6,4,5,6,4,2,1,0,0,0,1,1,1,1,1,0,0,43,9,0,0,1,0,6.4,5,1
19650700,1,1,5,6,4,5,6,4,2,1,0,0,0,1,1,1,1,1,0,0,103,28,0,0,2.92,0,6,12.8,1
19730033,4,4,4,4,3,4,4,4,2,2,2,5,0,1,1,1,0,1,0,1,203,57,16,0,6.94,0,23.25,46,1
19730034,4,4,4,4,3,4,4,4,2,2,2,5,0,1,1,1,0,1,0,1,303,96,119,0,11.82,0,44.6,77,1
19730078,4,4,5,4,2,2,1,4,2,2,1,0,0,0,1,1,0,1,0,0,150,53,1,0,5.32,0,8.4,30.9,1
19730085,2,3,3,4,5,4,3,4,1,0,0,0,0,0,0,0,0,0,0,1,82,30,0,0,2.89,0,6,14,0
19730119,1,4,4,5,4,4,5,4,2,1,0,0,0,1,1,1,0,0,0,0,51,24,0,2.35,0,4.8,0,15,1
19730126,1,3,3,4,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,98,48,0,4.74,0,0,0,30,0
28000144,1,4,5,2,4,3,2,4,2,2,1,0,0,1,0,1,1,0,0,1,33,8,0,0,1.02,0,4.4,3.5,1
28000144,1,4,5,2,4,3,2,4,2,2,1,0,0,1,0,1,1,0,0,1,40,6,0,0,0.73,0,4.4,2.5,2
28000244,3,4,3,5,3,5,4,4,2,2,1,0,0,0,1,1,1,1,0,1,95,130,5,16.29,0,12.1,0,121,0
28000306,2,4,2,2,2,4,5,4,2,2,1,0,0,0,1,0,0,1,0,0,61,17,0,1.95,0,4.1,0,13.5,0
28000341,5,5,1,2,2,4,2,4,2,2,2,5,0,0,1,1,1,1,0,1,64,46,0,0,5.86,0,5.5,41.9,0
28000344,4,4,3,2,2,3,2,4,2,1,0,0,0,0,1,1,1,1,0,1,46,6,0,0.66,0,2.2,0,3.2,2
28000344,4,4,3,2,2,3,2,4,2,1,0,0,0,0,1,1,1,1,0,1,51,6,0,0.66,0,2.2,0,3.2,2
28000363,5,5,5,4,4,4,3,4,2,2,2,5,0,1,1,1,1,1,1,1,20,5,0,0,0.52,0,0,1.9,1
28000366,2,4,2,4,2,4,6,4,2,1,0,0,0,0,1,1,1,0,0,0,36,6,0,0,0.75,0,0,2.5,2
28000366,2,4,2,4,2,4,6,4,2,1,0,0,0,0,1,1,1,0,0,0,34,6,0,0.75,0,3,0,2.5,2
28000414,5,3,4,2,1,1,1,4,2,2,1,0,0,0,1,1,1,1,0,1,81,36,14,0,3.67,0,11.2,22,0
28000449,3,3,2,2,3,3,4,4,2,1,0,0,0,1,1,1,1,1,0,0,124,154,10,25.46,0,24,0,191,0
28000450,2,1,3,4,5,5,5,4,2,1,0,0,0,1,1,1,0,1,0,0,23,2,0,0,0.27,0,2.2,1.1,1
28000460,4,5,2,5,1,2,2,4,2,2,2,5,0,0,0,0,0,0,1,1,219,177,17,0,24.26,0,0,180.5,0
28000532,1,5,3,2,2,4,2,4,2,1,0,0,0,0,1,1,0,0,1,1,135,108,27,0,16.16,0,0,122,0
28000646,2,2,4,4,3,4,3,4,2,2,1,0,0,0,1,1,1,1,0,0,88,65,6,7.42,0,10.3,0,57,1
28000700,2,3,2,2,3,3,2,4,2,2,1,0,0,0,1,1,0,0,0,1,50,6,0,0,0.66,0,2.2,2.9,1
28000700,2,3,2,2,3,3,2,4,2,2,1,0,0,0,1,1,0,0,0,1,18,4,0,0.49,0,2.2,0,1.9,2
28000701,4,4,2,2,3,3,2,4,2,2,1,0,0,0,1,1,1,1,0,1,58,14,0,0,1.62,0,2.6,6,1
28240008,2,3,4,4,4,2,3,4,2,1,0,0,1,0,0,1,1,0,0,0,68,21,0,0,1.99,0,4,14.3,1
28240009,3,2,4,5,4,4,3,4,2,1,0,0,1,0,0,1,0,0,0,0,165,38,24,0,4.4,0,7.5,30,1
28240046,1,6,3,6,5,5,5,4,2,2,1,0,0,0,0,1,1,0,0,0,27,4,0,0,0.37,0,0,2.2,1
28240046,1,6,3,6,5,5,5,4,2,2,1,0,0,0,0,1,1,0,0,0,111,24,28,0,2.01,0,9,12,1
28240110,1,2,3,5,2,5,5,4,2,1,0,0,0,1,1,1,1,1,0,0,105,37,6,0,3.58,0,16.6,23.6,1
28240110,1,2,3,5,2,5,5,4,2,1,0,0,0,1,1,1,1,1,0,0,39,21,0,1.99,0,6.2,0,12.6,1
28240111,1,2,3,5,2,5,5,4,2,1,0,0,0,1,1,1,0,1,0,1,29,8,0,0,0.37,0,6,2.4,1
28240111,1,2,3,5,2,5,5,4,2,1,0,0,0,1,1,1,0,1,0,1,70,9,26,0,0.82,0,14,5.2,1
28240158,2,4,2,5,2,4,2,4,2,1,0,0,0,0,0,1,1,1,0,1,30,10,0,0,0.83,0,2.2,5.6,0
28240159,2,4,2,5,2,4,2,4,2,1,0,0,0,0,1,1,0,1,0,1,40,9,0,0.85,0,2.2,0,5.8,2
28240179,4,4,2,4,2,2,2,4,2,1,0,0,0,1,1,1,1,1,0,0,168,114,11,13.54,0,18.5,0,101,0
28240201,5,5,3,5,4,2,4,4,2,1,0,0,1,0,0,0,0,0,0,1,48,17,0,0,1.73,0,3.1,11.5,0
28240202,1,4,1,4,2,4,3,4,2,2,1,0,0,0,1,0,1,1,1,0,215,163,21,20.71,0,0,0,150,0
28240264,3,4,2,1,6,1,6,4,2,2,1,0,0,0,1,1,1,0,1,0,140,56,10,10.02,0,0,0,69,0
28240270,2,4,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,0,1,1,280,199,19,33.47,0,0,0,235,0
28240302,1,3,4,5,4,3,3,4,2,1,0,0,1,0,0,1,1,0,0,1,211,54,54,0,6.2,0,26.6,43.5,1
28240303,1,3,4,4,4,4,4,4,2,1,0,0,1,0,0,1,0,0,0,0,211,54,54,0,6.2,0,26.6,43.5,1
28240317,2,5,2,2,4,2,2,4,2,2,1,0,0,1,1,1,1,1,0,1,119,49,13,7.08,0,14.5,0,58,1
28240354,1,2,5,5,4,5,5,4,2,1,0,0,0,1,1,1,0,1,0,0,27,10,0,1.09,0,4,0,6,1
28240378,1,3,4,4,2,2,3,4,2,2,2,5,0,1,1,1,0,1,0,0,18,1,0,0,0.09,0,3,0.5,1
28240378,1,3,4,4,2,2,3,4,2,2,2,5,0,1,1,1,0,1,0,0,33,11,0,0,1,0,4,6.7,1
28240378,1,3,4,4,2,2,3,4,2,2,2,5,0,1,1,1,0,1,0,0,124,36,16,0,6.06,0,22.8,40,1
28240382,4,3,3,4,3,3,2,4,1,0,0,0,0,1,1,1,1,0,0,0,30,10,0,0,1.02,0,2.2,6.5,0
28240485,1,1,1,3,5,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0.14,0,3,0,0.9,1
28240515,5,5,1,5,1,1,5,4,2,2,1,0,0,1,1,1,0,1,0,0,138,40,19,0,7.24,0,25,49,1
28240517,2,4,5,4,3,3,4,4,2,2,1,0,0,1,1,1,1,1,0,0,71,19,5,0,3.67,0,14,24,1
28240523,3,2,2,4,2,4,3,4,2,2,2,5,0,1,1,1,1,1,0,1,46,16,0,0,1.48,0,3.1,9.1,1
28240523,3,2,2,4,2,4,3,4,2,2,2,5,0,1,1,1,1,1,0,1,46,16,0,0,1.48,0,3.1,9.1,1
28240632,5,5,5,5,2,2,5,4,1,0,0,0,0,0,1,1,0,1,0,1,117,35,8,0,4.31,0,7.2,28.2,1
28240692,2,4,2,4,4,4,2,4,2,1,0,0,0,1,1,1,0,1,0,0,39,11,0,0,1.12,0,3.4,7.6,1
28240755,3,2,3,3,2,4,4,4,2,2,1,0,0,1,1,0,1,0,0,0,168,72,5,11.16,0,38.8,0,85,1
28240756,2,3,3,4,3,4,3,4,2,2,1,0,0,1,1,0,0,0,0,1,237,13,33,0,1.35,0,81.4,8.5,1
28240756,2,3,3,4,3,4,3,4,2,2,1,0,0,1,1,0,0,0,0,1,237,13,33,1.35,0,81.4,0,8.5,1
28240762,1,2,5,6,4,5,6,4,2,1,0,0,0,1,1,1,0,0,0,0,76,23,8,2.31,0,6.2,0,15.3,1
28240797,4,4,4,4,2,3,3,4,2,1,0,0,0,0,1,1,1,1,1,1,281,194,51,25.67,0,0,0,189.2,0
28240798,4,4,4,4,2,3,3,4,2,1,0,0,0,0,1,1,1,1,1,1,281,194,51,25.67,0,0,0,189.2,0
28240830,1,4,5,5,4,5,6,4,2,1,0,0,0,1,0,1,0,0,0,0,95,52,14,0,6.03,0,24.4,45,1
28240945,3,4,3,5,4,6,4,4,2,2,2,5,0,1,0,0,1,1,0,1,90,11,16,0,1.16,0,4.3,7.5,1
28240945,3,4,3,5,4,6,4,4,2,2,2,5,0,1,0,0,1,1,0,1,110,24,16,0,2.31,0,6.5,14.8,1
28240955,4,3,2,4,5,5,5,3,0,0,0,0,0,0,0,1,0,0,0,0,56,19,16,0,1.92,0,6.2,12.7,1
28240965,5,4,4,5,5,2,1,4,1,0,0,0,0,0,1,1,1,1,0,0,57,23,8,2.51,0,0,0,16.1,0
28240969,1,2,3,4,5,5,5,4,2,1,0,0,0,1,1,0,1,1,0,0,79,12,16,0,1.2,0,11.2,7.5,1
28240969,1,2,3,4,5,5,5,4,2,1,0,0,0,1,1,0,1,1,0,0,81,8,16,0.82,0,11.2,0,4.6,1
28240969,1,2,3,4,5,5,5,4,2,1,0,0,0,1,1,0,1,1,0,0,99,10,36,1.1,0,11.2,0,7,1
28240970,2,3,2,4,5,4,4,4,2,1,0,0,0,1,1,0,0,1,0,0,27,10,0,0,0.99,0,4,6.7,1
28240970,2,3,2,4,5,4,4,4,2,1,0,0,0,1,1,0,0,1,0,0,9,0,0,0,0.07,0,3,0.5,2
28240993,2,2,5,5,4,3,2,4,2,1,0,0,0,0,0,1,1,0,0,0,82,14,16,0,1.39,0,11,10,1
28240993,2,2,5,5,4,3,2,4,2,1,0,0,0,0,0,1,1,0,0,0,82,14,16,1.39,0,11,0,10,1
28240993,2,2,5,5,4,3,2,4,2,1,0,0,0,0,0,1,1,0,0,0,44,18,0,0,1.83,0,6.2,12.1,1
28240997,1,2,1,3,1,1,2,4,2,1,0,0,0,0,1,0,1,1,1,0,67,58,5,6.45,0,0,0,47,0
28241047,1,4,3,5,3,5,5,4,1,0,0,0,0,0,1,0,1,0,0,0,210,19,28,0,2.74,0,47.6,18,1
28241048,3,4,3,5,3,4,3,4,1,0,0,0,0,0,1,0,0,0,0,0,210,19,28,0,2.74,0,23.8,18,1
28241131,6,2,5,4,2,4,4,4,2,1,0,0,0,1,1,1,1,0,0,0,309,200,33,0,42.93,0,116.8,282,1
28241132,6,2,4,4,4,4,4,4,2,1,0,0,0,1,1,1,0,0,0,0,58,19,0,0,1.83,0,8,11.9,1
28241228,2,2,4,3,4,2,3,4,1,0,0,0,1,0,0,1,0,0,0,0,26,8,0,0,0.73,0,2.2,4.9,0
28241229,3,3,4,3,4,2,3,4,1,0,0,0,1,0,0,1,1,0,0,0,26,8,0,0,0.73,0,2.2,4.9,1
28241261,4,4,2,5,2,3,4,4,2,2,2,5,0,1,1,1,0,1,0,0,109,30,0,0,2.46,0,9.2,15.41,1
28241263,5,3,2,1,6,3,6,4,2,0,0,0,0,1,1,1,1,0,0,0,144,57,8,10.09,0,0,0,69,0
28420015,3,4,3,3,4,4,4,4,2,2,1,0,1,0,0,1,1,0,0,0,62,10,0,0,1.2,0,2.8,6,1
28420051,2,2,2,5,4,4,4,4,2,1,0,0,0,0,1,1,0,1,0,0,61,8,0,0,0.87,0,3.2,5,1
28420052,6,5,3,2,4,2,3,4,2,2,2,5,0,1,1,1,1,1,0,1,39,6,0,0.72,0,3,0,3.4,1
28420056,2,3,4,5,3,3,4,4,2,1,0,0,0,0,1,0,0,1,0,0,241,169,41,0,21.88,0,29.7,164,1
28420152,2,2,3,4,3,4,4,4,1,0,0,0,0,0,1,1,1,0,0,0,46,6,0,0,0.73,0,5.6,4,1
28420153,2,3,3,4,3,3,4,4,1,0,0,0,0,0,1,1,0,0,0,0,63,8,0,0,0.77,0,2.6,4,1
28420168,6,4,4,2,4,1,2,4,2,2,1,0,0,1,1,1,1,1,0,1,189,178,10,24.26,0,32,0,180,0
28420168,6,4,4,2,4,1,2,4,2,2,1,0,0,1,1,1,1,1,0,1,82,13,7,0,1.32,0,2.2,6.5,1
28420278,2,4,4,3,2,3,3,4,2,1,0,0,0,1,0,1,0,1,0,0,29,6,0,0,0.64,0,3,3,1
28420278,2,4,4,3,2,3,3,4,2,1,0,0,0,1,0,1,0,1,0,0,40,6,0,0,0.62,0,3.4,3,1
28420282,1,4,3,4,5,4,4,2,0,0,0,0,1,1,0,1,1,0,0,0,67,54,10,6.36,0,21.6,0,46,1
28420388,2,2,2,4,2,4,4,4,2,2,1,0,0,0,1,1,1,1,0,1,109,129,4,15.76,0,0,0,116,0
28630053,4,4,1,2,3,2,2,4,1,0,0,0,0,1,0,1,1,1,0,1,20,8,0,0,0.9,0,2.2,6,1
28630054,4,5,2,3,3,1,5,4,1,0,0,0,0,1,0,1,0,1,0,1,29,9,0,0,1.1,0,4,6.5,1
28630101,2,5,2,5,5,5,5,2,0,0,0,0,1,0,0,1,0,0,0,1,127,37,4,0,5.33,0,19.2,32.5,1
28630101,2,5,2,5,5,5,5,2,0,0,0,0,1,0,0,1,0,0,0,1,159,21,53,0,2.15,0,25,15,1
28630155,4,2,4,2,4,4,2,4,1,0,0,0,0,0,0,0,1,0,0,1,36,16,0,0,1.86,0,4,12,1
28630155,4,2,4,2,4,4,2,4,1,0,0,0,0,0,0,0,1,0,0,1,180,82,43,0,10.17,0,24.6,66,1
28640075,3,2,3,5,4,4,5,4,2,1,0,0,0,0,0,1,0,1,0,0,69,25,0,0,2.95,0,7.4,18.3,1
28640075,3,2,3,5,4,4,5,4,2,1,0,0,0,0,0,1,0,1,0,0,41,8,0,0,1.15,0,2.2,7,1
28640112,4,5,1,5,1,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,135,52,5,0,7.28,0,26.4,50.5,1
28640121,2,5,5,5,4,4,5,4,2,2,1,0,0,1,1,1,0,1,0,0,22,0,0,0,0.11,0,0,0.6,1
28640121,2,5,5,5,4,4,5,4,2,2,1,0,0,1,1,1,0,1,0,0,74,8,0,0,0.97,0,6,6,1
28640121,2,5,5,5,4,4,5,4,2,2,1,0,0,1,1,1,0,1,0,0,43,24,0,0,2.75,0,12.4,18,1
28640122,2,5,5,5,4,4,5,4,2,2,1,0,0,1,1,1,0,1,0,0,106,42,13,0,5.6,0,26.4,39,1
28640122,2,5,5,5,4,4,5,4,2,2,1,0,0,1,1,1,0,1,0,0,82,38,5,4.1,0,18.4,0,26,1
28640182,1,4,2,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,121,79,0,0,8.98,0,37.2,57.5,0
30330009,2,4,2,1,2,3,1,4,1,0,0,0,0,1,1,1,0,0,0,0,132,53,2,7.32,0,0,0,52,1
30330035,4,5,1,4,1,2,2,4,2,2,2,5,0,0,1,1,1,1,1,1,93,32,9,4.14,0,0,0,26,0
30330069,2,1,5,4,3,1,4,4,2,2,2,5,1,0,0,1,1,0,0,1,78,33,0,0,3.64,0,3.8,21,0
30330149,2,3,3,5,2,3,3,4,1,0,0,0,0,1,1,1,0,1,0,0,75,30,0,0,3.55,0,3.8,22,0
30330171,5,5,1,2,1,3,1,4,2,2,2,5,1,1,1,1,0,0,1,0,78,28,5,0,3.44,0,0,17.7,0
30330172,4,4,2,2,1,3,2,4,2,2,2,5,1,1,1,1,1,0,1,1,110,25,11,0,2.75,0,0,17.5,0
30330179,1,3,3,4,2,3,6,4,2,2,2,5,1,1,0,1,1,0,0,1,50,10,10,0,1.39,0,2.2,9.5,1
30330216,5,3,1,3,2,5,3,4,2,2,1,0,0,0,1,1,1,0,0,1,56,17,5,2.14,0,2.2,0,13,1
30330231,2,2,4,4,4,3,3,4,1,0,0,0,1,0,0,1,1,1,1,1,90,38,1,0,4.79,0,0,29,0
30330231,2,2,4,4,4,3,3,4,1,0,0,0,1,0,0,1,1,1,1,1,303,199,23,0,52.28,0,0,302,0
30330237,2,2,2,3,3,2,4,4,2,2,2,5,0,1,0,1,1,0,0,0,62,29,0,0,3.17,0,3.8,20.5,0
30330238,2,1,2,4,3,3,3,4,2,2,2,5,0,1,0,1,0,0,0,1,60,29,0,0,3.17,0,3.8,20.5,0
30330301,3,2,4,3,3,4,6,4,2,1,0,0,1,0,1,1,1,0,0,0,144,43,12,0,5.36,0,7.6,34,1
30330302,3,2,4,3,3,4,6,4,2,1,0,0,1,0,1,1,1,0,0,0,127,36,11,0,4.11,0,16.8,25.5,1
30330327,5,4,2,3,2,2,4,4,2,2,2,5,0,0,1,1,0,1,0,1,60,21,10,0,3.53,0,2.2,25,1
30330353,3,3,2,5,1,4,2,4,2,2,2,5,0,1,1,1,1,1,0,1,112,29,10,4.18,0,4.8,0,26.5,1
30330355,4,4,2,4,3,4,2,4,2,2,2,5,0,1,1,1,1,1,0,1,113,27,1,0,2.94,0,3.8,18.5,1
30330369,2,2,2,3,2,3,3,4,2,2,1,0,0,0,1,1,1,1,0,1,25,4,0,0,0.49,0,2.2,2,2
